Entity,Code,Year,Emissions,Ranking
India,IND,1865,567938,
Greenland,GRL,2012,567920,150
Somalia,SOM,1996,567920,
Greenland,GRL,1984,567920,
Egypt,EGY,1927,567920,
Poland,POL,1810,567920,
Belarus,BLR,1884,567544,
Kazakhstan,KAZ,1877,565953,
Greenland,GRL,1980,564256,
New Caledonia,NCL,1962,564256,
Jamaica,JAM,1952,563959,
Moldova,MDA,1902,563772,
Kyrgyzstan,KGZ,1910,563667,
Gambia,GMB,2018,563240,152
Kyrgyzstan,KGZ,1927,561739,
Niger,NER,1995,561599,
Egypt,EGY,1921,560592,
Greece,GRC,1909,560592,
Canada,CAN,1862,560592,
United States of America,USA,1814,560592,
Nicaragua,NIC,1961,560443,
Georgia,GEO,1903,560417,
Eritrea,ERI,2011,560170,150
Armenia,ARM,1914,559426,
Eritrea,ERI,2007,559353,
Belarus,BLR,1883,558989,
North Korea,PRK,1919,558856,
Russia,RUS,1864,558707,
Montenegro,MNE,1962,558546,
Rwanda,RWA,2009,558257,
Malawi,MWI,1989,558211,
Belize,BLZ,2011,556928,151
Burkina Faso,BFA,1981,556928,
Somalia,SOM,1978,556928,
Mauritania,MRT,1977,556928,
Greenland,GRL,1974,556928,
Greenland,GRL,1973,556928,
Papua New Guinea,PNG,1969,556928,
Liberia,LBR,1965,556928,
Tanzania,TZA,1955,556928,
Vietnam,VNM,1903,556928,
Madagascar,MDG,1965,556779,
Georgia,GEO,1905,556561,
Kazakhstan,KAZ,1876,554559,
Malawi,MWI,1985,553429,
Burkina Faso,BFA,1988,553264,
Greenland,GRL,1972,553264,
Guyana,GUY,1959,553264,
Egypt,EGY,1925,553264,
Norway,NOR,1869,553264,
Spain,ESP,1855,553264,
Germany,DEU,1802,553264,
Latvia,LVA,1929,553001,
Panama,PAN,1951,552967,
Malawi,MWI,1984,552936,
Uzbekistan,UZB,1884,552852,
Moldova,MDA,1903,551476,
India,IND,1862,551332,
Fiji,FJI,1988,549765,
Costa Rica,CRI,1962,549600,
Guyana,GUY,1956,549600,
Malaysia,MYS,1916,549600,
Spain,ESP,1854,549600,
Germany,DEU,1797,549600,
Paraguay,PRY,1965,549481,
Fiji,FJI,1971,549271,
Malawi,MWI,1974,549243,
Burundi,BDI,2017,549183,151
Angola,AGO,1960,548951,
Malawi,MWI,1986,548451,
Moldova,MDA,1905,547682,
Armenia,ARM,1916,547279,
Laos,LAO,1991,545936,
Greenland,GRL,1988,545936,
Bahamas,BHS,1961,545936,
Hungary,HUN,1857,545936,
Serbia,SRB,1907,545764,
Malawi,MWI,1972,545637,
Liberia,LBR,2004,545112,
Eritrea,ERI,2006,544935,
Uganda,UGA,1982,544692,
Uzbekistan,UZB,1883,544518,
Azerbaijan,AZE,1894,544483,
Kyrgyzstan,KGZ,1908,544477,
Montenegro,MNE,1961,544297,
Greenland,GRL,1968,542272,
Nigeria,NGA,1924,542272,
Denmark,DNK,1860,542272,
Rwanda,RWA,2007,542177,
Nepal,NPL,1980,541295,
Kyrgyzstan,KGZ,1907,541157,
Malawi,MWI,1987,540712,
Belize,BLZ,2010,538608,
Somalia,SOM,1997,538608,
Tanzania,TZA,1954,538608,
Tanzania,TZA,1952,538608,
Mexico,MEX,1894,538608,
Bolivia,BOL,1953,538459,
Benin,BEN,1988,538051,
Armenia,ARM,1928,537970,
Malawi,MWI,1988,537201,
Serbia,SRB,1906,536161,
Liberia,LBR,2008,535069,
Gambia,GMB,2017,534944,152
Greenland,GRL,2013,534944,150
Guyana,GUY,1957,534944,
Colombia,COL,1933,534944,
Chile,CHL,1896,534944,
Spain,ESP,1852,534944,
Germany,DEU,1803,534944,
Germany,DEU,1801,534944,
Germany,DEU,1796,534944,
Azerbaijan,AZE,1893,534598,
Russia,RUS,1865,534025,
Gambia,GMB,2016,531280,151
Suriname,SUR,1963,531280,
Egypt,EGY,1926,531280,
Egypt,EGY,1922,531280,
Mexico,MEX,1893,531280,
Portugal,PRT,1874,531280,
Nicaragua,NIC,1960,531161,
Niger,NER,1992,528661,
Mali,MLI,1997,528569,
Rwanda,RWA,2008,527816,
Tajikistan,TJK,1931,527737,
Greenland,GRL,1981,527616,
Tanzania,TZA,1953,527616,
Finland,FIN,1904,527616,
Romania,ROU,1887,527616,
El Salvador,SLV,1956,527349,
Russia,RUS,1861,527294,
Uganda,UGA,1981,527043,
Latvia,LVA,1912,527016,
Slovenia,SVN,1921,525585,
Gambia,GMB,2015,523952,151
Turkey,TUR,1898,523952,
Vietnam,VNM,1897,523952,
Chile,CHL,1895,523952,
Morocco,MAR,1945,523655,
Jordan,JOR,1958,523506,
Rwanda,RWA,1990,523321,
Rwanda,RWA,2001,521446,
New Caledonia,NCL,1954,520288,
Jamaica,JAM,1951,520288,
Zimbabwe,ZWE,1912,520288,
Mexico,MEX,1891,520288,
Portugal,PRT,1872,520288,
Norway,NOR,1866,520288,
United States of America,USA,1813,520288,
Poland,POL,1806,520288,
Paraguay,PRY,1969,520139,
Fiji,FJI,1970,520050,
Estonia,EST,1898,519769,
Rwanda,RWA,2000,519712,
Rwanda,RWA,2002,519504,
Montenegro,MNE,1960,519279,
Turkmenistan,TKM,1923,519156,
Slovenia,SVN,1913,518741,
Greenland,GRL,2019,518656,153
Benin,BEN,1987,517190,
Latvia,LVA,1914,516701,
Belize,BLZ,2009,516624,
Burkina Faso,BFA,1987,516624,
Greenland,GRL,1982,516624,
Mauritania,MRT,1976,516624,
Laos,LAO,1973,516624,
Guyana,GUY,1955,516624,
Finland,FIN,1897,516624,
Panama,PAN,1950,516416,
Rwanda,RWA,2004,515130,
Rwanda,RWA,2005,514775,
Rwanda,RWA,2006,514420,
Armenia,ARM,1915,513477,
Greenland,GRL,2017,512960,153
Gambia,GMB,2014,512960,150
Somalia,SOM,1998,512960,
Laos,LAO,1990,512960,
Turkey,TUR,1916,512960,
Zimbabwe,ZWE,1911,512960,
Finland,FIN,1903,512960,
Vietnam,VNM,1900,512960,
Sweden,SWE,1858,512960,
Austria,AUT,1832,512960,
Paraguay,PRY,1966,512841,
Bolivia,BOL,1952,512811,
Nepal,NPL,1979,512360,
Syria,SYR,1953,512069,
Greenland,GRL,2018,511728,153
Slovakia,SVK,1863,510778,
Georgia,GEO,1899,510043,
Chad,TCD,2002,509296,
Greenland,GRL,1985,509296,
Mauritania,MRT,1975,509296,
Australia,AUS,1861,509296,
Spain,ESP,1851,509296,
Ukraine,UKR,1866,508754,
Rwanda,RWA,2003,508157,
Latvia,LVA,1928,507537,
Benin,BEN,1980,507459,
Greenland,GRL,1975,505632,
Cameroon,CMR,1968,505632,
Qatar,QAT,1956,505632,
New Zealand,NZL,1879,505632,
Latvia,LVA,1916,505481,
Turkmenistan,TKM,1896,505152,
Sudan,SDN,1950,503832,
Armenia,ARM,1911,503712,
Armenia,ARM,1917,503675,
Rwanda,RWA,1999,502435,
Chad,TCD,2001,501968,
Somalia,SOM,2001,501968,
Somalia,SOM,1975,501968,
Papua New Guinea,PNG,1968,501968,
Albania,ALB,1954,501968,
Vietnam,VNM,1901,501968,
Poland,POL,1814,501968,
Poland,POL,1808,501968,
Moldova,MDA,1899,501906,
Malawi,MWI,1971,501701,
Angola,AGO,1956,501611,
Greenland,GRL,2016,498304,152
Greenland,GRL,2015,498304,152
Greenland,GRL,2014,498304,151
Tanzania,TZA,1950,498304,
Algeria,DZA,1942,498304,
Egypt,EGY,1924,498304,
India,IND,1861,498191,
Russia,RUS,1863,498125,
Algeria,DZA,1944,497921,
Eritrea,ERI,2010,496996,
Eritrea,ERI,2009,496973,
Lithuania,LTU,1898,496633,
Turkmenistan,TKM,1895,496221,
Armenia,ARM,1909,495405,
Rwanda,RWA,1980,494640,
Suriname,SUR,1962,494640,
Mexico,MEX,1895,494640,
Spain,ESP,1850,494640,
Austria,AUT,1830,494640,
Bolivia,BOL,1950,494493,
Jordan,JOR,1957,494194,
Slovenia,SVN,1920,493648,
Mali,MLI,1996,493294,
Nepal,NPL,1983,492418,
Azerbaijan,AZE,1919,491304,
Belarus,BLR,1882,491124,
Somalia,SOM,1999,490976,
Brunei,BRN,1966,490976,
Costa Rica,CRI,1961,490976,
Costa Rica,CRI,1960,490976,
Denmark,DNK,1858,490976,
Afghanistan,AFG,1961,490798,
Estonia,EST,1924,490791,
Cambodia,KHM,1968,490738,
Uganda,UGA,1964,490679,
Senegal,SEN,1969,490144,
Croatia,HRV,1919,488222,
Chad,TCD,2000,487312,
Somalia,SOM,1979,487312,
Laos,LAO,1972,487312,
Brunei,BRN,1969,487312,
Mongolia,MNG,1954,487312,
Nigeria,NGA,1920,487312,
Taiwan,TWN,1909,487312,
Finland,FIN,1898,487312,
South Korea,KOR,1946,487282,
Paraguay,PRY,1967,487253,
Azerbaijan,AZE,1921,485859,
Armenia,ARM,1910,485842,
Ukraine,UKR,1868,485752,
Benin,BEN,1984,485600,
Estonia,EST,1925,484403,
Armenia,ARM,1927,484181,
Mauritania,MRT,1974,483648,
Liberia,LBR,1964,483648,
Costa Rica,CRI,1956,483648,
Albania,ALB,1946,483648,
Romania,ROU,1886,483648,
United States of America,USA,1812,483648,
Madagascar,MDG,1964,483468,
Kyrgyzstan,KGZ,1906,483137,
Haiti,HTI,1975,483024,
Fiji,FJI,1976,482997,
Liberia,LBR,1998,482966,
Rwanda,RWA,1993,482409,
Rwanda,RWA,1997,481597,
Rwanda,RWA,1998,481394,
Somalia,SOM,2000,479984,
Burkina Faso,BFA,1986,479984,
Somalia,SOM,1976,479984,
Indonesia,IDN,1894,479984,
South Africa,ZAF,1892,479984,
Norway,NOR,1864,479984,
Austria,AUT,1831,479984,
Germany,DEU,1793,479984,
Nicaragua,NIC,1959,479835,
North Korea,PRK,1916,479020,
Niger,NER,1979,479014,
Rwanda,RWA,1992,478947,
Uzbekistan,UZB,1882,478410,
South Korea,KOR,1938,477477,
Benin,BEN,1982,477340,
Belize,BLZ,2013,476320,151
Belize,BLZ,2007,476320,
Chad,TCD,1999,476320,
Burkina Faso,BFA,1985,476320,
Saudi Arabia,SAU,1953,476320,
Hungary,HUN,1856,476320,
Sweden,SWE,1856,476320,
Austria,AUT,1829,476320,
Austria,AUT,1827,476320,
Syria,SYR,1952,475696,
Russia,RUS,1862,475686,
Montenegro,MNE,1959,475389,
Liberia,LBR,2009,475323,
Kyrgyzstan,KGZ,1904,474527,
Latvia,LVA,1915,474262,
Greenland,GRL,1989,472656,
Guyana,GUY,1954,472656,
New Caledonia,NCL,1952,472656,
Ecuador,ECU,1928,472656,
Nigeria,NGA,1923,472656,
Romania,ROU,1884,472656,
Norway,NOR,1865,472656,
Poland,POL,1809,472656,
Haiti,HTI,1974,472091,
North Korea,PRK,1918,472077,
Fiji,FJI,1987,471995,
Rwanda,RWA,1991,471787,
Mali,MLI,1995,471319,
Turkmenistan,TKM,1922,469974,
Armenia,ARM,1908,469302,
Belize,BLZ,2014,468992,152
Mauritania,MRT,1973,468992,
Greenland,GRL,1971,468992,
Egypt,EGY,1923,468992,
Switzerland,CHE,1863,468992,
Switzerland,CHE,1862,468992,
Germany,DEU,1792,468992,
Lithuania,LTU,1924,468945,
El Salvador,SLV,1954,468784,
Cambodia,KHM,1966,468754,
Algeria,DZA,1943,468665,
Liberia,LBR,1990,468137,
Mali,MLI,1994,467664,
Liberia,LBR,2003,466812,
Armenia,ARM,1907,466440,
Belarus,BLR,1881,466267,
Burkina Faso,BFA,1984,465328,
Latvia,LVA,1911,465242,
Latvia,LVA,1917,465208,
Rwanda,RWA,1996,464858,
Morocco,MAR,1938,464674,
Bhutan,BTN,2010,464158,
Estonia,EST,1897,463443,
Lithuania,LTU,1925,462841,
Chad,TCD,1998,461664,
Togo,TGO,1977,461664,
Costa Rica,CRI,1957,461664,
Albania,ALB,1943,461664,
North Korea,PRK,1914,461664,
Greece,GRC,1898,461664,
Poland,POL,1803,461664,
Bolivia,BOL,1951,461515,
Madagascar,MDG,1963,461486,
El Salvador,SLV,1955,461426,
Malawi,MWI,1957,461358,
Rwanda,RWA,1994,461026,
Malawi,MWI,1959,459741,
Mali,MLI,1993,459686,
Cameroon,CMR,1967,458000,
Guyana,GUY,1958,458000,
Turkey,TUR,1918,458000,
Canada,CAN,1861,458000,
Denmark,DNK,1854,458000,
Austria,AUT,1828,458000,
Austria,AUT,1826,458000,
Poland,POL,1804,458000,
Latvia,LVA,1909,457569,
Turkmenistan,TKM,1918,456222,
Azerbaijan,AZE,1892,456097,
Gambia,GMB,2012,454336,151
Greenland,GRL,2000,454336,
Honduras,HND,1956,454336,
Egypt,EGY,1920,454336,
Bulgaria,BGR,1907,454336,
Denmark,DNK,1855,454336,
Hungary,HUN,1855,454336,
Poland,POL,1812,454336,
Uzbekistan,UZB,1881,454197,
Malawi,MWI,1970,454069,
Angola,AGO,1961,453707,
Rwanda,RWA,1995,453672,
Liberia,LBR,1997,453658,
Nepal,NPL,1981,453186,
Kyrgyzstan,KGZ,1926,451824,
Kyrgyzstan,KGZ,1901,451439,
Belize,BLZ,2012,450672,152
Chad,TCD,1997,450672,
Cambodia,KHM,1989,450672,
Cambodia,KHM,1988,450672,
Cyprus,CYP,1955,450672,
Guyana,GUY,1953,450672,
Venezuela,VEN,1923,450672,
Romania,ROU,1885,450672,
Poland,POL,1802,450672,
Jordan,JOR,1956,450345,
Latvia,LVA,1910,448737,
Mali,MLI,1992,448708,
Malawi,MWI,1956,448222,
Serbia,SRB,1905,448134,
Azerbaijan,AZE,1920,448009,
Liberia,LBR,2001,448008,
Latvia,LVA,1927,447202,
Gambia,GMB,2011,447008,152
Belize,BLZ,2001,447008,
Mauritania,MRT,1972,447008,
Costa Rica,CRI,1958,447008,
Tanzania,TZA,1951,447008,
Turkey,TUR,1877,447008,
United States of America,USA,1811,447008,
Germany,DEU,1795,447008,
Kazakhstan,KAZ,1875,446670,
Belize,BLZ,2006,443344,
Benin,BEN,1975,443344,
Cyprus,CYP,1954,443344,
Colombia,COL,1925,443344,
Turkey,TUR,1896,443344,
Poland,POL,1801,443344,
Germany,DEU,1794,443344,
Burundi,BDI,2016,442927,153
Lithuania,LTU,1897,442815,
Belarus,BLR,1880,442682,
Nepal,NPL,1982,442361,
Kyrgyzstan,KGZ,1900,439723,
Brunei,BRN,1967,439680,
Georgia,GEO,1898,439660,
Benin,BEN,1983,439651,
Tajikistan,TJK,1930,439291,
Malawi,MWI,1960,438347,
Kyrgyzstan,KGZ,1902,436018,
Belize,BLZ,2008,436016,
Chad,TCD,1996,436016,
Cambodia,KHM,1987,436016,
Papua New Guinea,PNG,1967,436016,
Honduras,HND,1955,436016,
Hungary,HUN,1854,436016,
Mali,MLI,1984,434818,
Liberia,LBR,2002,434675,
Liberia,LBR,1996,434670,
Mali,MLI,1991,434066,
Latvia,LVA,1908,433460,
Moldova,MDA,1898,432646,
Gambia,GMB,2013,432352,152
Gambia,GMB,2010,432352,
Belize,BLZ,2003,432352,
Belize,BLZ,2002,432352,
Cambodia,KHM,1986,432352,
Burkina Faso,BFA,1980,432352,
Suriname,SUR,1960,432352,
Libya,LBY,1959,432352,
Costa Rica,CRI,1953,432352,
Albania,ALB,1939,432352,
Zimbabwe,ZWE,1910,432352,
Paraguay,PRY,1964,432263,
Fiji,FJI,1969,432146,
Uganda,UGA,1963,432144,
Turkmenistan,TKM,1894,431861,
Uzbekistan,UZB,1880,431223,
Azerbaijan,AZE,1891,430882,
Latvia,LVA,1907,430817,
Greenland,GRL,2003,428688,
Mauritania,MRT,1970,428688,
Brunei,BRN,1968,428688,
Suriname,SUR,1961,428688,
Libya,LBY,1955,428688,
Greece,GRC,1907,428688,
Peru,PER,1906,428688,
Norway,NOR,1861,428688,
Austria,AUT,1833,428688,
Malawi,MWI,1966,428510,
Uganda,UGA,1962,428450,
Mali,MLI,1979,427912,
Kyrgyzstan,KGZ,1903,426509,
Turkey,TUR,1893,425024,
Switzerland,CHE,1861,425024,
Fiji,FJI,1964,424905,
Nepal,NPL,1974,424875,
Liberia,LBR,1993,424365,
Liberia,LBR,1995,424356,
Turkmenistan,TKM,1893,424021,
Kyrgyzstan,KGZ,1905,423575,
Mali,MLI,1990,423087,
Liberia,LBR,2000,421774,
Belize,BLZ,2005,421360,
Chad,TCD,1995,421360,
Liberia,LBR,1994,421360,
Nepal,NPL,1973,421360,
Laos,LAO,1971,421360,
Egypt,EGY,1917,421360,
Finland,FIN,1901,421360,
Australia,AUS,1865,421360,
Ethiopia,ETH,1963,421213,
Uganda,UGA,1960,421063,
Haiti,HTI,1973,420914,
Morocco,MAR,1944,420914,
Montenegro,MNE,1957,420786,
Cambodia,KHM,1985,417696,
Greenland,GRL,1967,417696,
Qatar,QAT,1955,417696,
Greece,GRC,1901,417696,
Greece,GRC,1900,417696,
United States of America,USA,1810,417696,
Benin,BEN,1981,417646,
El Salvador,SLV,1953,417547,
Nicaragua,NIC,1957,417518,
Cambodia,KHM,1967,417458,
Niger,NER,1978,416779,
Mali,MLI,1983,416621,
Armenia,ARM,1906,416431,
Mali,MLI,1989,415882,
Georgia,GEO,1924,415148,
Russia,RUS,1860,415104,
Montenegro,MNE,1958,414695,
Albania,ALB,1953,414032,
Brunei,BRN,1950,414032,
Afghanistan,AFG,1960,413885,
Syria,SYR,1950,413762,
Angola,AGO,1955,413735,
Uganda,UGA,1959,413705,
Mali,MLI,1977,413473,
Serbia,SRB,1904,412924,
Malawi,MWI,1958,412111,
Estonia,EST,1923,411942,
Togo,TGO,1973,411506,
Malawi,MWI,1955,411140,
Cambodia,KHM,1984,410368,
Bahamas,BHS,1960,410368,
Guinea,GIN,1960,410368,
Myanmar,MMR,1943,410368,
Zimbabwe,ZWE,1909,410368,
Taiwan,TWN,1908,410368,
Turkey,TUR,1892,410368,
Paraguay,PRY,1963,410309,
Georgia,GEO,1925,409745,
Armenia,ARM,1904,409010,
Moldova,MDA,1924,408525,
Greenland,GRL,2001,406704,
Chad,TCD,1994,406704,
Chad,TCD,1992,406704,
Belize,BLZ,1991,406704,
Burkina Faso,BFA,1979,406704,
Benin,BEN,1974,406704,
Greenland,GRL,1969,406704,
Costa Rica,CRI,1954,406704,
Romania,ROU,1883,406704,
Poland,POL,1800,406704,
Ethiopia,ETH,1964,406526,
Uganda,UGA,1961,406437,
Mali,MLI,1985,405383,
Eritrea,ERI,2008,405352,
Togo,TGO,1972,404861,
Moldova,MDA,1925,403208,
Chad,TCD,1993,403040,
Albania,ALB,1951,403040,
Indonesia,IDN,1893,403040,
Turkey,TUR,1891,403040,
Turkey,TUR,1889,403040,
Austria,AUT,1825,403040,
United States of America,USA,1809,403040,
Cambodia,KHM,1965,402832,
Haiti,HTI,1971,402743,
Bhutan,BTN,2002,401710,
Estonia,EST,1896,400830,
Bhutan,BTN,2008,400722,
Mauritania,MRT,1971,399376,
Nepal,NPL,1969,399376,
Madagascar,MDG,1960,399376,
New Caledonia,NCL,1953,399376,
Nigeria,NGA,1918,399376,
Greece,GRC,1903,399376,
Finland,FIN,1902,399376,
Vietnam,VNM,1902,399376,
Australia,AUS,1863,399376,
Austria,AUT,1824,399376,
Burundi,BDI,2013,399139,153
Belize,BLZ,2000,395712,
Morocco,MAR,1940,395712,
Zimbabwe,ZWE,1908,395712,
Ireland,IRL,1850,395712,
Madagascar,MDG,1962,395653,
Ethiopia,ETH,1962,395534,
Fiji,FJI,1968,395504,
India,IND,1858,395232,
Mali,MLI,1978,394948,
Mali,MLI,1981,394884,
Estonia,EST,1895,393744,
Lithuania,LTU,1923,393606,
Belize,BLZ,2004,392048,
Greenland,GRL,1978,392048,
Turkey,TUR,1917,392048,
Turkey,TUR,1894,392048,
United States of America,USA,1808,392048,
Georgia,GEO,1897,392016,
Paraguay,PRY,1962,391989,
Nicaragua,NIC,1955,391929,
Haiti,HTI,1972,391721,
Burundi,BDI,2015,391645,153
Mali,MLI,1980,391343,
Azerbaijan,AZE,1890,391341,
Liberia,LBR,1999,390674,
Togo,TGO,1974,390269,
Turkmenistan,TKM,1919,389682,
Armenia,ARM,1926,389442,
Armenia,ARM,1901,389109,
Belize,BLZ,1997,388384,
Benin,BEN,1972,388384,
Greenland,GRL,1966,388384,
Cambodia,KHM,1963,388384,
Costa Rica,CRI,1952,388384,
El Salvador,SLV,1952,388384,
Qatar,QAT,1951,388384,
Morocco,MAR,1941,388384,
Kyrgyzstan,KGZ,1899,388171,
Malawi,MWI,1968,388148,
Kazakhstan,KAZ,1874,388075,
Liberia,LBR,1992,387729,
Senegal,SEN,1959,387701,
Montenegro,MNE,1956,387501,
Serbia,SRB,1903,387316,
Moldova,MDA,1897,385762,
Turkmenistan,TKM,1921,385363,
Greenland,GRL,1997,384720,
Chad,TCD,1991,384720,
Costa Rica,CRI,1959,384720,
Kuwait,KWT,1950,384720,
Venezuela,VEN,1924,384720,
Latvia,LVA,1906,384627,
Afghanistan,AFG,1959,384571,
Haiti,HTI,1970,384482,
Mali,MLI,1988,383030,
Lithuania,LTU,1896,382989,
Bhutan,BTN,2000,381687,
Gambia,GMB,2009,381056,
Benin,BEN,1973,381056,
Greenland,GRL,1970,381056,
Gabon,GAB,1966,381056,
Canada,CAN,1860,381056,
Hungary,HUN,1858,381056,
Poland,POL,1813,381056,
Serbia,SRB,1901,380914,
Syria,SYR,1951,380789,
Malawi,MWI,1969,380756,
Jordan,JOR,1955,380699,
Burundi,BDI,2012,379873,153
Mali,MLI,1986,379612,
Armenia,ARM,1900,379012,
Bhutan,BTN,2005,378123,
Latvia,LVA,1904,377773,
Greenland,GRL,2002,377392,
Belize,BLZ,1995,377392,
Belize,BLZ,1993,377392,
Chad,TCD,1990,377392,
Honduras,HND,1954,377392,
Poland,POL,1807,377392,
United States of America,USA,1807,377392,
Belarus,BLR,1879,377361,
Nicaragua,NIC,1956,377214,
Bhutan,BTN,1997,376750,
Burundi,BDI,2014,376557,153
Lithuania,LTU,1895,376218,
Armenia,ARM,1902,375818,
Greenland,GRL,1999,373728,
Belize,BLZ,1994,373728,
Mauritania,MRT,1986,373728,
Madagascar,MDG,1959,373728,
Madagascar,MDG,1958,373728,
Suriname,SUR,1957,373728,
Albania,ALB,1952,373728,
Iraq,IRQ,1932,373728,
Greece,GRC,1896,373728,
Turkey,TUR,1895,373728,
Malawi,MWI,1961,373318,
Bhutan,BTN,2006,373006,
Estonia,EST,1922,372917,
Bhutan,BTN,2007,372027,
Slovenia,SVN,1919,371833,
Bhutan,BTN,1999,370761,
Belize,BLZ,1998,370064,
Liberia,LBR,1991,370064,
Brunei,BRN,1962,370064,
Iraq,IRQ,1930,370064,
Iraq,IRQ,1929,370064,
Nigeria,NGA,1919,370064,
Greece,GRC,1892,370064,
Norway,NOR,1862,370064,
Morocco,MAR,1937,369440,
Bhutan,BTN,2001,369106,
Bhutan,BTN,2009,367801,
Belarus,BLR,1878,367765,
Armenia,ARM,1903,367621,
Uzbekistan,UZB,1879,367592,
Bhutan,BTN,1998,367163,
Gambia,GMB,2008,366400,
Cambodia,KHM,1983,366400,
Benin,BEN,1979,366400,
Suriname,SUR,1959,366400,
Cyprus,CYP,1953,366400,
Qatar,QAT,1953,366400,
Iraq,IRQ,1931,366400,
Turkey,TUR,1890,366400,
Austria,AUT,1822,366400,
Malawi,MWI,1967,366222,
Niger,NER,1977,365841,
Mali,MLI,1982,365132,
Armenia,ARM,1905,365092,
Greenland,GRL,1996,362736,
Greenland,GRL,1983,362736,
Benin,BEN,1978,362736,
Greece,GRC,1897,362736,
Vietnam,VNM,1896,362736,
Norway,NOR,1863,362736,
Paraguay,PRY,1961,362677,
Estonia,EST,1918,362005,
Slovakia,SVK,1862,361801,
Turkmenistan,TKM,1892,361757,
Bhutan,BTN,2003,361127,
Malawi,MWI,1962,360614,
Latvia,LVA,1926,359699,
Latvia,LVA,1901,359392,
Greenland,GRL,1998,359072,
Brunei,BRN,1954,359072,
Honduras,HND,1952,359072,
Taiwan,TWN,1907,359072,
Bulgaria,BGR,1905,359072,
Denmark,DNK,1853,359072,
Austria,AUT,1821,359072,
Uzbekistan,UZB,1878,358245,
Mali,MLI,1987,357505,
Serbia,SRB,1902,356907,
South Korea,KOR,1937,356810,
Lithuania,LTU,1922,356318,
Belize,BLZ,1992,355408,
Togo,TGO,1978,355408,
Brunei,BRN,1963,355408,
Liberia,LBR,1963,355408,
Madagascar,MDG,1961,355408,
Greece,GRC,1904,355408,
New Zealand,NZL,1878,355408,
Australia,AUS,1862,355408,
Turkmenistan,TKM,1920,355342,
Fiji,FJI,1967,355228,
Morocco,MAR,1943,354843,
Senegal,SEN,1958,354814,
Burundi,BDI,2011,354812,153
Gambia,GMB,2007,351744,
Gambia,GMB,2006,351744,
Libya,LBY,1958,351744,
Qatar,QAT,1950,351744,
Iraq,IRQ,1933,351744,
Peru,PER,1905,351744,
Ireland,IRL,1881,351744,
Ireland,IRL,1880,351744,
Turkey,TUR,1875,351744,
Nepal,NPL,1975,351714,
Ethiopia,ETH,1960,351625,
Latvia,LVA,1900,350065,
Serbia,SRB,1900,348905,
Lebanon,LBN,1942,348891,
Malawi,MWI,1954,348631,
Georgia,GEO,1923,348452,
Belize,BLZ,1999,348080,
Greenland,GRL,1991,348080,
Greenland,GRL,1990,348080,
Burkina Faso,BFA,1978,348080,
Costa Rica,CRI,1955,348080,
Honduras,HND,1951,348080,
Albania,ALB,1938,348080,
Austria,AUT,1823,348080,
Malawi,MWI,1965,347961,
Angola,AGO,1954,347904,
Latvia,LVA,1902,347116,
Malawi,MWI,1963,346705,
Lithuania,LTU,1918,345891,
Tajikistan,TJK,1913,345706,
Azerbaijan,AZE,1889,345562,
Cameroon,CMR,1966,344416,
Greenland,GRL,1965,344416,
Brunei,BRN,1953,344416,
Hungary,HUN,1853,344416,
Hungary,HUN,1852,344416,
Fiji,FJI,1965,344267,
Moldova,MDA,1923,342893,
Estonia,EST,1894,342675,
Turkmenistan,TKM,1891,341758,
Papua New Guinea,PNG,1966,340752,
Brunei,BRN,1964,340752,
Suriname,SUR,1956,340752,
Denmark,DNK,1850,340752,
United States of America,USA,1805,340752,
Cambodia,KHM,1964,340723,
Kazakhstan,KAZ,1872,340641,
Ethiopia,ETH,1961,340633,
Mali,MLI,1975,340544,
Mali,MLI,1976,340257,
Latvia,LVA,1903,339545,
Georgia,GEO,1896,339053,
Montenegro,MNE,1955,338935,
Latvia,LVA,1905,337209,
Cambodia,KHM,1982,337088,
Cameroon,CMR,1964,337088,
Suriname,SUR,1954,337088,
Guyana,GUY,1952,337088,
Kuwait,KWT,1948,337088,
Sweden,SWE,1854,337088,
Ethiopia,ETH,1959,336999,
Estonia,EST,1893,336454,
Nepal,NPL,1977,336399,
Kyrgyzstan,KGZ,1898,334606,
Armenia,ARM,1899,334577,
Moldova,MDA,1896,333644,
South Korea,KOR,1936,333496,
Brunei,BRN,1965,333424,
Brunei,BRN,1960,333424,
Honduras,HND,1953,333424,
Greece,GRC,1902,333424,
Greece,GRC,1894,333424,
Norway,NOR,1860,333424,
Denmark,DNK,1852,333424,
Austria,AUT,1820,333424,
United States of America,USA,1806,333424,
United States of America,USA,1804,333424,
Niger,NER,1975,333365,
Niger,NER,1976,333070,
Georgia,GEO,1895,333059,
Kazakhstan,KAZ,1871,331805,
Somalia,SOM,1974,329760,
Greenland,GRL,1963,329760,
Afghanistan,AFG,1958,329760,
Libya,LBY,1956,329760,
Morocco,MAR,1942,329760,
Colombia,COL,1931,329760,
Malawi,MWI,1964,329641,
Niger,NER,1973,329463,
Nepal,NPL,1978,328981,
Moldova,MDA,1895,327745,
Lithuania,LTU,1894,327422,
Gambia,GMB,2005,326096,
Greenland,GRL,1992,326096,
Greenland,GRL,1986,326096,
Brunei,BRN,1959,326096,
Greece,GRC,1893,326096,
Turkey,TUR,1878,326096,
Norway,NOR,1859,326096,
Spain,ESP,1849,326096,
Tajikistan,TJK,1929,323116,
